iter	RMSE
0	0.009173865009
1	0.008550463487
2	0.008000080952
3	0.007514813898
4	0.007096860461
5	0.006718982457
6	0.006403593749
7	0.006112659708
8	0.005864497478
9	0.005659139661
10	0.005457135452
11	0.00527826215
12	0.00511059219
13	0.004991252086
14	0.004862349967
15	0.004750078867
16	0.004659386555
17	0.004560263344
18	0.00448529755
19	0.004419256643
20	0.004362213125
21	0.00430561622
22	0.004235822954
23	0.00418197667
24	0.004128825517
25	0.004064339803
26	0.004018014324
27	0.00397247289
28	0.003932257805
29	0.003899017319
30	0.003862394888
31	0.00382618419
32	0.003796074044
33	0.003772035106
34	0.003747445816
35	0.003727317714
36	0.003701341954
37	0.003661924002
38	0.003638410172
39	0.003619771432
40	0.003600849007
41	0.003584067272
42	0.003564811267
43	0.003546230247
44	0.003530785524
45	0.003507466395
46	0.003495892333
47	0.00347471027
48	0.003458326509
49	0.003442166224
50	0.003429045833
51	0.003419651863
52	0.003393958515
53	0.003382499467
54	0.003373090903
55	0.003356127425
56	0.00334786749
57	0.003336597179
58	0.003328226837
59	0.003313952354
60	0.003297381662
61	0.003281578343
62	0.003266670062
63	0.003256976422
64	0.003245990618
65	0.003238641372
66	0.003219404594
67	0.003210887122
68	0.003190779936
69	0.003179652993
70	0.00316937513
71	0.003160842961
72	0.003153379634
73	0.003143566825
74	0.003133660183
75	0.003128341845
76	0.003116572634
77	0.003109216749
78	0.003097458164
79	0.003090850743
80	0.003083072129
81	0.003075655115
82	0.003067545937
83	0.003058989835
84	0.003052331825
85	0.003046356522
86	0.003038988606
87	0.003034116444
88	0.003026887889
89	0.003021925766
90	0.002997317332
91	0.002993742122
92	0.002988922896
93	0.002975773536
94	0.00296333991
95	0.002955130296
96	0.002939476011
97	0.00293460949
98	0.002924615678
99	0.002918527026
100	0.002911366618
101	0.002905578023
102	0.002901056187
103	0.002893172344
104	0.002886633069
105	0.002881238777
106	0.002877032815
107	0.002871203472
108	0.002865641009
109	0.002859101842
110	0.002852359435
111	0.00284684719
112	0.002839128615
113	0.002834223566
114	0.002824481771
115	0.002820126978
116	0.002812980058
117	0.002809423908
118	0.002804365878
119	0.002798948964
120	0.002795633088
121	0.002785271876
122	0.002780835194
123	0.002776044898
124	0.002771660729
125	0.002742621147
126	0.002737719231
127	0.002733635268
128	0.002729304969
129	0.00270920415
130	0.002701323777
131	0.002697969931
132	0.002694553481
133	0.002684408152
134	0.002679850017
135	0.002675527892
136	0.002671439551
137	0.002668700191
138	0.002664975919
139	0.002661093773
140	0.00265838943
141	0.002647289142
142	0.002642317134
143	0.002638751529
144	0.002635040835
145	0.002631543461
146	0.002625803237
147	0.002622861513
148	0.002619516549
149	0.002608478265
150	0.002606072669
151	0.0025986672
152	0.002595925111
153	0.002592330407
154	0.002588805074
155	0.002586181212
156	0.002583718233
157	0.002579567747
158	0.002576677053
159	0.002574659239
160	0.002568446514
161	0.002561465822
162	0.002558213008
163	0.002555813727
164	0.002552277377
165	0.002548855987
166	0.002545069564
167	0.002543088383
168	0.002539446188
169	0.002536405957
170	0.002534143278
171	0.002531811674
172	0.002528055386
173	0.002526056995
174	0.00252313069
175	0.002519123014
176	0.002515864074
177	0.002507196074
178	0.002504651823
179	0.002501502436
180	0.002490848649
181	0.002488575135
182	0.002484282387
183	0.002481105488
184	0.002477331423
185	0.002474491332
186	0.002471476733
187	0.002469656827
188	0.002466662853
189	0.002462652093
190	0.002459429244
191	0.002447197408
192	0.002445123551
193	0.002442952492
194	0.002439963659
195	0.002437268414
196	0.002434987691
197	0.002431539325
198	0.002429197776
199	0.002427567691
200	0.002425578793
201	0.002423186365
202	0.002421450856
203	0.002412979828
204	0.002411096615
205	0.002408888843
206	0.002406706869
207	0.002404242232
208	0.002401818555
209	0.002396010279
210	0.002394211178
211	0.002392608522
212	0.002388754722
213	0.002384036698
214	0.002382006699
215	0.002379735527
216	0.002378299343
217	0.002376268336
218	0.002373174145
219	0.002370986609
220	0.002363635204
221	0.002361910655
222	0.002360253509
223	0.002357820633
224	0.002356403975
225	0.002348379496
226	0.002346394721
227	0.002344467863
228	0.002343536694
229	0.002342206385
230	0.002340255971
231	0.002338839237
232	0.002337743664
233	0.002336617627
234	0.002333779146
235	0.00232614463
236	0.00232258213
237	0.002319322848
238	0.002317726021
239	0.002310375261
240	0.002308851217
241	0.002298867249
242	0.002297586216
243	0.002295998897
244	0.002293877693
245	0.002292084139
246	0.002290175503
247	0.002288692635
248	0.002283599994
249	0.002280737441
250	0.002278497872
251	0.00227729568
252	0.002275120677
253	0.002273069119
254	0.002270491751
255	0.002267988334
256	0.002261269644
257	0.002259767191
258	0.002258871315
259	0.002257450358
260	0.002245368857
261	0.002242060135
262	0.002240274788
263	0.002237916241
264	0.002235847492
265	0.002234653763
266	0.002232763455
267	0.00223179244
268	0.002229537406
269	0.00222842851
270	0.00222742322
271	0.002225367446
272	0.0022240717
273	0.002222236033
274	0.002219876863
275	0.002218406785
276	0.002217321241
277	0.002215259227
278	0.002209041537
279	0.002207170717
280	0.002205100184
281	0.00220391792
282	0.002202730102
283	0.002195889313
284	0.002194060323
285	0.002188079766
286	0.002186944215
287	0.002175805869
288	0.002174333134
289	0.002172063912
290	0.002169233424
291	0.00216760991
292	0.002166519299
293	0.002165120323
294	0.002163434564
295	0.002160016049
296	0.002158185451
297	0.002154287129
298	0.002153466361
299	0.002152264509
300	0.002142728216
301	0.002141462569
302	0.002140728421
303	0.002139153214
304	0.002138165593
305	0.002137207941
306	0.002132694718
307	0.002131021014
308	0.002129161521
309	0.002128175477
310	0.002125624014
311	0.002122698328
312	0.002121927495
313	0.002121102881
314	0.002120483138
315	0.002118374387
316	0.002117512068
317	0.002116494319
318	0.002114578245
319	0.002112992921
320	0.002111659447
321	0.00210391573
322	0.002101677116
323	0.002098641406
324	0.002097036445
325	0.002096187241
326	0.002095033518
